CustomerID,Annual_Contract_Value_USD,Tenure_Months,Industry,Num_Licenses,Avg_Daily_Active_Users_Pct,Key_Feature_Adoption_Score,Support_Tickets_Opened_90Days,Avg_Resolution_Time_Hours_90Days,CSM_Touchpoints_90Days,NPS_Score_Last_Survey,Payment_Delays_Last_Year,Contract_Type,Renewal_Status
CUST_00047,153239,28,Manufacturing,302,0.9406316411345118,0.4977312658211329,1,2.219801598504331,0,-3.0,1,Annual,1
CUST_00048,226546,19,Finance,369,0.505431848739112,0.16187300224154988,1,26.143622118818634,1,-18.0,0,Annual,1
CUST_00049,237539,37,Healthcare,138,0.8414222916504388,0.7418627493009623,3,17.297900155540816,1,39.0,0,Annual,1
CUST_00050,303742,41,Other,228,0.4806238843351064,0.4478432809021151,3,3.9863961684527047,0,66.0,0,Annual,1
CUST_00051,783341,7,Retail,390,0.8566438952215859,0.6282784095082539,0,43.48923111632654,0,,1,Monthly,1
CUST_00052,795155,18,Other,433,0.7279065761784687,0.25657778533307185,4,2.8704569574850236,0,46.0,0,Annual,1
CUST_00053,313435,30,Education,302,0.19466604959332443,0.6672303172955216,4,12.62275683763896,1,25.0,0,Monthly,1
CUST_00054,662364,34,Retail,327,0.2507743818265833,0.02117753263748623,1,5.636741101732394,1,-34.0,1,Annual,1
CUST_00055,25819,22,Manufacturing,6,0.9874354271352399,0.948912479124157,2,8.217651239376142,2,32.0,0,Annual,1
CUST_00056,14638,35,Manufacturing,41,0.5850134657550364,0.36462289134207393,1,6.219948399554427,1,-65.0,0,Multi-Year,1
CUST_00057,86810,32,Healthcare,108,0.5660887788137254,0.05094706910410585,2,11.835108624392644,1,,1,Annual,1
CUST_00058,113167,19,Finance,172,0.5220943531307893,0.9319913262612645,0,17.384874952416432,0,-23.0,0,Monthly,1
CUST_00059,151701,19,Retail,390,0.21246379136625249,0.5810584332315293,1,14.608811030307379,1,40.0,0,Annual,1
CUST_00060,137385,7,Tech,349,0.8179410838508259,0.07034511410892574,1,11.369608306622577,1,-74.0,0,Multi-Year,1
CUST_00061,49376,9,Other,22,0.15794421291515354,0.5001924549878238,2,33.98637474871086,1,-89.0,0,Annual,0
CUST_00062,79617,14,Healthcare,59,0.6241158577821796,0.5252246263628936,1,41.611004004374635,0,88.0,0,Annual,1
CUST_00063,249426,18,Finance,41,0.6551635679468107,0.5523881033103034,3,8.937785048484875,1,-21.0,0,Annual,1
CUST_00064,132286,42,Other,283,0.36799926352799905,0.7948329807826192,2,46.14632297565141,0,-20.0,0,Annual,1
CUST_00065,132137,26,Tech,332,0.42472273895586166,0.5866569425071109,1,9.457413871306589,0,-25.0,0,Multi-Year,0
CUST_00066,847028,46,Retail,139,0.7234188674903025,0.09933686120379848,1,37.1853476224545,0,75.0,1,Annual,1
CUST_00067,829283,1,Manufacturing,275,0.599866229724558,0.7265454261945112,1,20.484225714878498,1,2.0,0,Monthly,1
CUST_00068,161983,37,Healthcare,451,0.5636371051345569,0.8897926143555469,0,37.7080121973994,0,91.0,0,Annual,1
CUST_00069,304294,23,Manufacturing,130,0.503328124024008,0.4444003093039066,0,16.839403509305313,0,-24.0,1,Annual,1
CUST_00070,193321,13,Other,375,0.3435256826645178,0.26399933008636,0,28.049830399642516,0,71.0,0,Monthly,1
CUST_00071,100596,36,Healthcare,334,0.5206134653009289,0.930782047078882,0,11.515651253412921,1,17.0,0,Monthly,1
CUST_00072,53264,34,Other,131,0.4306294625378815,0.36923637629279804,0,16.184210211444572,0,31.0,0,Annual,1
CUST_00073,740994,9,Healthcare,91,0.42683412876734783,0.5646483510816347,0,44.58245218908188,0,53.0,0,Annual,1
CUST_00074,450384,25,Healthcare,85,0.707146574010947,0.16430673441636345,2,6.778239618066808,1,-18.0,0,Monthly,1
CUST_00075,41960,42,Other,20,0.18694167179666482,0.2882140203484497,1,23.396904530923905,1,-75.0,0,Monthly,1
CUST_00076,18400,14,Other,31,0.327553264460182,0.4060183532676025,1,39.95863407981432,0,70.0,0,Monthly,0
CUST_00077,231021,9,Tech,93,0.10936852936484469,0.29160989676250215,1,40.659599156854945,0,-66.0,0,Monthly,1
CUST_00078,87258,20,Tech,463,0.3193335255954605,0.11792570246481193,0,18.39290047338265,1,61.0,0,Annual,1
CUST_00079,335957,41,Other,45,0.5493390553691928,0.9231835684062913,5,37.31854427156641,0,-35.0,0,Annual,1
CUST_00080,233309,4,Healthcare,108,0.4010389340026209,0.5593670246876715,4,19.32696651983957,1,-22.0,0,Annual,1
CUST_00081,197731,24,Finance,102,0.3425578589922318,0.3358839667874194,6,2.4313922957180925,2,,0,Multi-Year,1
CUST_00082,1014767,29,Healthcare,242,0.48343454226120675,0.21923028135583844,3,2.2939672312776227,1,16.0,0,Annual,1
CUST_00083,389319,7,Healthcare,487,0.6672120750578311,0.17371037462954542,0,12.790370176377222,0,-62.0,0,Annual,1
CUST_00084,185341,15,Other,468,0.3217440332111446,0.7232087757967254,2,41.372546214898435,1,-18.0,1,Multi-Year,1
CUST_00085,18166,22,Finance,35,0.7996699046035264,0.11494562859655655,1,19.20922261047938,1,-74.0,1,Multi-Year,1
CUST_00086,122376,27,Finance,466,0.1785832919931361,0.6365988699959513,1,5.3116119283946786,0,98.0,2,Annual,1
CUST_00087,228359,18,Finance,341,0.5044365070578034,0.6465123589452675,1,22.558993170870355,0,-38.0,0,Multi-Year,1
CUST_00088,233729,11,Retail,323,0.8221439984971065,0.2824291419164707,3,44.37132298910707,0,-12.0,0,Monthly,0
CUST_00089,107497,37,Tech,481,0.6557786550068921,0.8991835225171005,1,37.910075023616905,1,47.0,0,Annual,1
CUST_00090,224555,16,Manufacturing,251,0.1087771247239777,0.5679454578510759,2,31.20103689287512,1,-87.0,0,Annual,1
CUST_00091,63187,27,Finance,29,0.43088233270816656,0.032862850862972914,3,38.256248850557654,0,84.0,0,Annual,1
CUST_00092,241251,38,Other,369,0.7457777136518989,0.817209330206123,3,3.3816050188963356,0,-57.0,1,Annual,1
CUST_00093,273250,14,Other,8,0.579297876334824,0.17929292716854728,2,35.0140988107604,0,85.0,1,Multi-Year,1
CUST_00094,102924,28,Retail,102,0.10663589533578072,0.0018077664869921017,3,10.983515958992749,3,-95.0,2,Annual,1
CUST_00095,239530,13,Manufacturing,176,0.20331963198110187,0.8836291024083335,0,13.407767332941345,0,-63.0,0,Annual,1
CUST_00096,271797,29,Other,298,0.7685445994261392,0.4882491233995425,0,12.77276631377117,1,8.0,0,Annual,1
CUST_00097,286301,7,Tech,127,0.6217134680171351,0.6904958044255952,1,15.32985402701813,3,-78.0,0,Annual,1
CUST_00098,338034,21,Education,90,0.321378020055762,0.04113462783748245,2,4.325069192936652,0,32.0,0,Monthly,1
CUST_00099,583642,14,Other,129,0.6644995747645831,0.26745815419973795,0,10.265548971153654,3,-38.0,0,Annual,1
CUST_00100,137744,19,Tech,272,0.9843581206474857,0.9750794360730795,0,27.365004180035726,1,85.0,1,Annual,1
CUST_00101,146367,3,Retail,26,0.3557091830133955,0.5096605871612441,1,46.21485706709275,0,-30.0,0,Annual,1
CUST_00102,240828,1,Education,141,0.8718180202908241,0.11947067227464547,3,47.955327845763016,0,-21.0,0,Monthly,1
CUST_00103,26957,12,Healthcare,43,0.9246496901239346,0.5470927792986913,2,40.79443442140951,2,-3.0,1,Annual,1
CUST_00104,36227,44,Other,6,0.27579185391368805,0.6630584773206688,2,34.58069270675301,2,-70.0,0,Annual,1
CUST_00105,94140,27,Finance,47,0.32703112031590653,0.928735852113557,2,26.452311151044235,3,86.0,1,Annual,1
CUST_00106,326612,18,Healthcare,123,0.3649160098561498,0.3371981687359923,2,27.51068756278114,0,66.0,0,Annual,1
CUST_00107,133329,12,Tech,308,0.17759915058099685,0.6657814189719046,2,41.283528554048715,0,35.0,0,Annual,1
CUST_00108,1160031,45,Tech,87,0.12336288547263899,0.28910551569129117,1,20.943785073803685,0,23.0,0,Multi-Year,1
CUST_00109,1471707,43,Retail,132,0.7552258377616178,0.6605066832397932,2,43.19019312425558,0,86.0,0,Annual,1
CUST_00110,2958977,23,Healthcare,96,0.19674579230392508,0.9226626592462936,1,26.156838818817704,1,-8.0,0,Annual,1
CUST_00111,250351,27,Other,96,0.3785191474322712,0.9920040005168599,1,44.738338569337586,0,-62.0,0,Monthly,0
CUST_00112,33317,43,Healthcare,32,0.22163420400901768,0.16914970870510737,1,32.458835087922225,0,-96.0,0,Annual,1
CUST_00113,178649,18,Healthcare,481,0.1763156288489045,0.2674194188752613,1,18.85643459143066,0,-33.0,0,Annual,1
CUST_00114,90493,18,Finance,132,0.9389243134958997,0.46598336317748623,3,14.800715724189534,2,64.0,0,Monthly,1
CUST_00115,14139,7,Other,15,0.14980206725795134,0.24097980977511302,2,22.785007356788903,0,-14.0,0,Annual,1
CUST_00116,160463,10,Tech,334,0.9653790907700649,0.6905192173149255,1,41.32029578122221,1,-49.0,0,Annual,1
CUST_00117,150813,16,Tech,340,0.37288330540974923,0.9346475815119164,0,2.3390212647997757,0,-23.0,0,Monthly,1
CUST_00118,428773,40,Tech,471,0.6812310348704936,0.8761549483601916,2,40.058965038104034,0,,0,Annual,1
CUST_00119,405384,35,Tech,156,0.4393191153759096,0.48587115972544903,3,2.679358547731402,1,45.0,0,Monthly,1
CUST_00120,1334608,14,Tech,19,0.9355047994738348,0.3927214358745822,3,6.876747026379499,1,,1,Annual,1
CUST_00121,429336,42,Healthcare,22,0.9911385071703939,0.8329031403176196,1,40.56546561710267,2,94.0,0,Multi-Year,1
CUST_00122,43438,44,Retail,25,0.6094893143321792,0.3768078445098575,2,3.836684072483459,1,-57.0,0,Monthly,0
CUST_00123,93245,12,Other,16,0.24208418291511694,0.4344526591590919,0,30.33892531194727,1,73.0,1,Monthly,0
CUST_00124,25301,22,Retail,28,0.7055453111642107,0.11226102515277325,2,2.797232411256398,0,-24.0,0,Monthly,1
CUST_00125,148390,34,Healthcare,33,0.7773989741792366,0.031063050211188714,1,26.292982934798808,1,-56.0,0,Annual,1
CUST_00126,81800,4,Healthcare,248,0.6374220517138348,0.44640493540000703,0,39.55114232753812,0,,0,Multi-Year,1
CUST_00127,86386,15,Retail,162,0.356764276859898,0.07063272276845911,2,23.212177065003274,1,,0,Multi-Year,1
CUST_00128,366807,44,Tech,205,0.5338772961565884,0.35356845220260313,2,2.119994152892195,1,,0,Multi-Year,1
CUST_00129,293564,12,Healthcare,85,0.190120536067205,0.16248344374741908,1,35.218192992968895,1,93.0,0,Annual,1
CUST_00130,225047,31,Other,103,0.5768139332833628,0.6951636793530394,1,33.93866959077653,0,23.0,1,Annual,1
CUST_00131,686853,36,Education,226,0.8853482257095308,0.040213488098693406,0,4.680238512504817,1,20.0,1,Annual,1
CUST_00132,157013,40,Tech,24,0.9871954038939077,0.6330970262641594,4,19.46911672056521,0,99.0,0,Monthly,1
CUST_00133,185084,38,Tech,398,0.24644656021085218,0.4642646914429206,1,24.92792272122004,0,-70.0,1,Annual,1
CUST_00134,205139,42,Finance,363,0.9190912774348409,0.48773022898061325,3,7.900742950221182,1,24.0,0,Multi-Year,1
CUST_00135,44176,24,Education,34,0.27057576320890364,0.5393377499946997,3,37.90061210457632,3,-91.0,0,Annual,0
CUST_00136,116514,21,Other,29,0.30027325322976106,0.596980221837385,1,35.90427174244963,1,,1,Annual,1
CUST_00137,145788,43,Other,94,0.3591849741343369,0.14681314528691092,2,10.079713485180598,2,-79.0,1,Annual,1
CUST_00138,864710,35,Retail,135,0.5291441579346842,0.6839243717907181,0,2.331525238792593,1,-1.0,0,Monthly,1
CUST_00139,32926,8,Healthcare,42,0.9195613844247394,0.5104093788018372,1,3.873799982983922,0,-72.0,0,Multi-Year,1
CUST_00140,64724,43,Education,261,0.708608028563307,0.7620824899893286,1,14.222376978111617,1,,0,Multi-Year,1
CUST_00141,175302,6,Retail,119,0.25738762700560025,0.4507994122253549,0,25.45262579698668,1,80.0,1,Monthly,1
CUST_00142,242752,22,Healthcare,332,0.38412229095018635,0.4170738255333585,1,28.173686695056734,0,35.0,0,Monthly,0
CUST_00143,211740,25,Other,192,0.7464207745719013,0.2814501540675728,1,7.455296880637773,2,51.0,1,Annual,1
CUST_00144,132863,19,Manufacturing,11,0.6451701776186644,0.487464765122133,1,7.261562605561309,2,-18.0,0,Annual,1
CUST_00145,50231,6,Other,86,0.6512513659704989,0.445485243440609,0,8.188446063084571,3,49.0,0,Annual,1
CUST_00146,189708,44,Other,368,0.8209262131572567,0.3925363376476817,1,41.49915269723552,0,-76.0,0,Annual,1
CUST_00147,764240,25,Healthcare,90,0.48172308662249863,0.14787351890622458,1,46.38168916112122,0,-88.0,1,Annual,1
CUST_00148,138237,36,Tech,436,0.11342020599821648,0.43335715717433154,0,16.88340551665344,0,,0,Annual,1
CUST_00149,89618,33,Healthcare,384,0.838665181971077,0.7435429543576163,3,25.316401663398477,1,78.0,1,Multi-Year,1
CUST_00150,31281,2,Other,26,0.9701820077288826,0.12833358794294603,3,24.438334860603955,2,95.0,0,Annual,1
CUST_00151,572142,16,Tech,189,0.6052697677790608,0.35259896839698135,1,20.838292818566316,1,,0,Annual,1
CUST_00152,761782,21,Retail,218,0.19910082824502762,0.985015249956193,1,14.88575985688752,1,-96.0,1,Annual,1
CUST_00153,254327,9,Tech,116,0.6728453030963604,0.12902616341369932,4,36.41755923089201,1,-38.0,0,Multi-Year,1
CUST_00154,1902653,6,Other,219,0.9229604254176689,0.37573982574058185,7,35.823227838576265,1,-59.0,1,Annual,1
CUST_00155,538388,6,Healthcare,66,0.680611384710081,0.12841022117605316,2,18.742936250234816,1,-8.0,0,Annual,1
CUST_00156,187442,11,Finance,71,0.8373229867449515,0.39027530670730837,0,10.73667935591694,2,78.0,0,Annual,1
CUST_00157,231392,21,Other,146,0.96333941438233,0.6687495587241518,1,42.65662969628679,1,81.0,1,Multi-Year,1
CUST_00158,817587,28,Other,393,0.904805699417029,0.7350846468400768,2,28.16589884183459,1,,0,Annual,1
CUST_00159,331924,2,Other,88,0.8408318909469693,0.8046551537362499,1,3.6003573083994915,1,22.0,0,Multi-Year,1
CUST_00160,73246,14,Tech,392,0.13228466498782337,0.507527757069499,1,8.50338582532076,1,77.0,0,Annual,1
CUST_00161,22273,21,Finance,22,0.38634186450710784,0.8789055146762237,3,40.31317924747705,2,,1,Annual,1
CUST_00162,62599,13,Healthcare,36,0.21501285571901432,0.22426466254440935,0,10.877369848274522,0,,1,Monthly,0
CUST_00163,80874,32,Finance,230,0.2967180558827925,0.692945456670913,1,6.183114256209311,1,-17.0,1,Annual,1
CUST_00164,87687,46,Tech,128,0.5568416812829969,0.35706206637150173,0,46.6083708178688,0,-4.0,0,Annual,1
CUST_00165,53541,1,Tech,172,0.6952820894917786,0.605687278450124,0,10.692748442864898,1,-6.0,0,Annual,1
CUST_00166,1252595,33,Retail,287,0.7868322416652791,0.5204269495972909,1,33.73931719846007,0,-52.0,0,Multi-Year,1
CUST_00167,173046,35,Finance,402,0.20464254235807505,0.2501162251462301,2,33.66453619121252,1,-17.0,0,Multi-Year,1
CUST_00168,481290,37,Other,63,0.5587793266736261,0.5798498025272996,3,8.123501300413908,0,95.0,0,Annual,1
CUST_00169,38635,23,Other,12,0.37333634009668526,0.6350963735543802,1,16.453635342655396,1,-1.0,0,Multi-Year,1
CUST_00170,101424,30,Other,407,0.8339150749319967,0.1514460792143426,4,29.16135562196893,2,-74.0,0,Multi-Year,1
CUST_00171,104478,5,Other,141,0.6134900422795403,0.6503026698744343,2,6.041273468346731,1,-41.0,1,Monthly,1
CUST_00172,525890,20,Manufacturing,153,0.501544093373257,0.07480348077220844,1,32.10475583459296,2,27.0,0,Annual,1
CUST_00173,172367,2,Finance,261,0.706837152700506,0.8741992221007209,2,5.099475323097533,0,-95.0,0,Monthly,1
CUST_00174,104721,27,Retail,133,0.7183317616488506,0.5524176788077628,1,8.071530219395168,2,28.0,0,Annual,1
CUST_00175,9265,28,Tech,45,0.2962394256910059,0.3794681166135351,1,47.94078148828258,0,91.0,0,Annual,1
CUST_00176,159681,29,Healthcare,294,0.7725461046643208,0.5490483642958895,2,37.620041784505304,2,11.0,0,Annual,1
CUST_00177,465201,16,Retail,209,0.4855190881690248,0.050220183167165144,1,31.969108063461952,1,-69.0,0,Multi-Year,1
CUST_00178,207149,33,Manufacturing,65,0.8970686671522634,0.8129941769750461,1,38.962373301352635,1,-36.0,0,Annual,1
CUST_00179,80325,8,Healthcare,340,0.12108092438784779,0.9822307527151309,0,10.037515952579009,1,-42.0,2,Annual,1
CUST_00180,327596,23,Other,108,0.28165172070691263,0.8907446432932091,1,31.21244174525655,1,38.0,0,Multi-Year,1
CUST_00181,381665,45,Finance,402,0.3597279783338103,0.610071118079122,1,26.707425875734277,0,-85.0,0,Annual,1
CUST_00182,369939,21,Tech,147,0.21176277251613812,0.43500667497682566,2,27.295986759474154,0,5.0,0,Multi-Year,1
CUST_00183,243530,43,Retail,47,0.8897131737312082,0.9946174685746447,1,24.918333359904846,1,-90.0,0,Multi-Year,1
CUST_00184,99172,2,Other,421,0.7475002222364777,0.15622172663387668,1,5.188872164606963,0,41.0,0,Annual,1
CUST_00185,61847,5,Other,26,0.6656135175678406,0.4478995525938071,1,27.353762826637777,2,-66.0,0,Multi-Year,1
CUST_00186,537505,14,Finance,140,0.6166476155320981,0.18869653246485385,2,46.93643075230704,1,,0,Monthly,1
CUST_00187,406167,35,Other,187,0.8159922248240554,0.732344837420751,2,43.078971910799666,0,-52.0,0,Annual,1
CUST_00188,263298,47,Other,176,0.2258166129011047,0.9841956019003695,3,46.1901708235114,2,46.0,2,Annual,1
CUST_00189,66140,14,Tech,329,0.9134751987513116,0.9113582864070878,0,27.225749512324345,0,-22.0,0,Annual,1
CUST_00190,53151,30,Healthcare,308,0.668985094735493,0.8695766602347883,1,15.470029288560893,0,,0,Annual,1
CUST_00191,227050,39,Tech,286,0.22163113887004005,0.5613000377870317,1,15.183518553354464,0,-33.0,0,Annual,1
CUST_00192,342840,7,Manufacturing,180,0.9047858056151357,0.2842807570128745,1,11.662247165605589,0,72.0,1,Monthly,0
CUST_00193,318257,9,Tech,135,0.27393832422706965,0.8409523046287682,1,32.07780313427021,0,24.0,0,Annual,1
CUST_00194,284721,24,Tech,155,0.7200948959242777,0.7744739768404333,2,16.436527814331477,0,24.0,0,Monthly,1
CUST_00195,554987,4,Retail,423,0.7446606219876343,0.00974606915393883,1,37.99737567276714,1,55.0,0,Annual,1
CUST_00196,831134,40,Healthcare,330,0.6135689019023057,0.40028849437420444,1,18.669750335267796,1,-85.0,2,Multi-Year,1
CUST_00197,109947,26,Healthcare,239,0.5750439357071854,0.24861835232311658,2,26.212343856941306,0,66.0,0,Annual,1
CUST_00198,63754,10,Other,239,0.3815051604388493,0.8148024256872874,1,28.321436294197838,4,-44.0,0,Annual,0
CUST_00199,70650,35,Other,489,0.6123188224874442,0.5202537290650182,1,12.981077180189013,0,-79.0,0,Annual,1
CUST_00200,234852,24,Finance,110,0.5741659471991126,0.7915931331045303,3,46.050428392032536,2,25.0,0,Annual,1
CUST_00201,44341,26,Healthcare,35,0.23664909431279121,0.9300850412665841,1,28.366529279617843,1,-23.0,0,Annual,1
CUST_00202,216834,6,Healthcare,77,0.4165061862413232,0.6804728801106196,2,45.647462463915126,3,-64.0,0,Monthly,1
CUST_00203,169463,3,Healthcare,422,0.39331354057640233,0.3308354041237138,3,15.845325854590278,1,-57.0,0,Annual,1
CUST_00204,31236,14,Manufacturing,14,0.33301138187947277,0.6114903779706266,1,5.757812492029532,2,62.0,0,Annual,1
CUST_00205,62441,31,Finance,208,0.22857141669789846,0.9710161285471075,1,40.01086331010262,0,-53.0,0,Monthly,0
CUST_00206,40180,17,Tech,18,0.9821201973994508,0.0034977076205190416,2,35.00704868132932,2,-84.0,2,Multi-Year,1
CUST_00207,352436,36,Retail,306,0.30132202901851707,0.3247912943399246,1,8.237256797103969,1,,1,Multi-Year,1
CUST_00208,83521,19,Other,399,0.8259907762769882,0.7110036087474931,0,3.290184340895177,1,-68.0,0,Multi-Year,1
CUST_00209,133629,3,Education,258,0.18632940717738272,0.469007209631758,0,2.7818804530257366,1,-77.0,0,Multi-Year,1
CUST_00210,272636,25,Manufacturing,408,0.41398293493843163,0.45926231310312104,1,31.99022916551809,0,18.0,0,Multi-Year,1
CUST_00211,102433,23,Finance,28,0.34187447961355183,0.41516685468325876,1,29.551033334531425,1,-31.0,1,Annual,1
CUST_00212,25798,26,Tech,49,0.4265597233593321,0.1041652515358803,2,21.21433601328319,1,40.0,1,Annual,0
CUST_00213,324534,34,Tech,493,0.6012860862695204,0.5698795389160176,1,26.12587695720278,0,,0,Multi-Year,1
CUST_00214,211451,40,Manufacturing,442,0.6117664340587119,0.004802469098617035,0,41.950595803307586,0,,0,Annual,1
CUST_00215,133083,38,Tech,17,0.5159011722136886,0.24906026155747085,0,36.388261268154096,0,-98.0,0,Annual,1
CUST_00216,88559,3,Other,389,0.8443010937446871,0.4588926638607832,0,19.779288067272667,1,17.0,0,Multi-Year,1
CUST_00217,81763,10,Healthcare,403,0.42205230468562616,0.42407885889720687,1,13.75140913798232,1,-39.0,0,Multi-Year,1
CUST_00218,182488,44,Manufacturing,351,0.6854090595700043,0.9492323005723392,2,46.91977681515113,0,85.0,1,Annual,1
CUST_00219,135927,40,Finance,57,0.9837846115497374,0.7130464335885703,2,10.66943334945344,0,-98.0,0,Annual,1
CUST_00220,401861,45,Other,43,0.5636592175867017,0.48431184198106436,2,37.115537339896704,0,-77.0,0,Annual,1
CUST_00221,85537,11,Other,193,0.8972450809483302,0.14098873423005154,3,44.28249134064539,1,27.0,0,Annual,1
CUST_00222,581896,17,Tech,240,0.6481033862666808,0.5377344678719345,1,8.232615633587518,0,,0,Annual,1
CUST_00223,406949,14,Tech,175,0.8644975648093154,0.30943882961965075,0,8.625371652425681,0,21.0,1,Annual,1
